Age,Gender,Height,Weight,BMI,Fat%,Workout_Frequency,Goal,Diet_Type
54.0,1,1.67,88.8,31.8,13.0,2.0,Maintain,Balanced / Plant-Based
37.0,1,1.53,64.6,27.6,10.0,5.0,Muscle Gain,High Protein
23.0,0,1.96,64.7,16.8,29.0,2.0,Weight Loss,Low Carb / Low Fat
23.0,0,1.74,62.5,20.6,19.0,5.0,,Balanced / Plant-Based
37.0,0,1.66,,20.6,21.0,4.0,Weight Loss,Balanced / Plant-Based
39.0,1,1.93,71.9,19.3,20.0,5.0,Maintain,Balanced / Plant-Based
57.0,0,1.75,56.8,18.5,28.0,4.0,Maintain,Balanced / Plant-Based
42.0,1,1.58,91.3,36.6,12.0,3.0,Muscle Gain,High Protein
41.0,1,,60.5,18.5,29.0,2.0,Maintain,Balanced / Plant-Based
35.0,1,1.81,88.8,27.1,23.0,5.0,Maintain,Balanced / Plant-Based
58.0,0,1.72,69.0,23.3,29.0,2.0,Maintain,Balanced / Plant-Based
45.0,0,1.51,111.3,48.8,23.0,5.0,MG,Low Carb / Low Fat
51.0,0,1.79,,35.2,12.0,1.0,Weight Loss,Low Carb / Low Fat
50.0,0,1.94,100.7,26.8,13.0,2.0,Maintain,Balanced / Plant-Based
50.0,0,1.71,76.8,26.3,23.0,5.0,Muscle Gain,High Protein
21.0,0,1.54,116.4,49.1,27.0,4.0,Muscle Gain,High Protein
45.0,0,1.79,67.7,21.1,28.0,1.0,Muscle Gain,Balanced / Plant-Based
35.0,1,1.98,105.0,26.8,11.0,4.0,Maintain,Balanced / Plant-Based
43.0,0,1.97,64.4,16.6,17.0,6.0,Muscle Gain,Balanced / Plant-Based
43.0,1,1.6,74.9,29.3,34.0,3.0,Muscle Gain, High Protein 
18.0,1,1.56,103.6,42.6,31.0,3.0,Muscle Gain,High Protein
52.0,1,1.63,90.6,,30.0,5.0,Maintain,Balanced / Plant-Based
52.0,1,1.55,66.9,27.8,23.0,3.0,Maintain,Balanced / Plant-Based
28.0,0,1.97,97.0,25.0,18.0,1.0,Weight Loss,Low Carb / Low Fat
18.0,1,1.6,65.9,25.7,32.0,6.0,Weight Loss,Balanced / Plant-Based
41.0,1,1.53,84.7,36.2,22.0,6.0,MG,Balanced / Plant-Based
58.0,0,1.56,78.2,32.1,20.0,2.0,Maintain,Balanced / Plant-Based
30.0,1,1.97,72.4,18.7,34.0,4.0,Muscle Gain,High Protein
29.0,1,1.79,84.0,26.2,,5.0,Weight Loss,Balanced / Plant-Based
34.0,1,1.63,86.1,32.4,18.0,2.0,Muscle Gain,Balanced / Plant-Based
20.0,1,1.8,93.6,,20.0,6.0,Weight Loss,Balanced / Plant-Based
34.0,0,1.52,101.9,44.1,21.0,4.0,Weight Loss,Low Carb / Low Fat
31.0,0,1.8,88,27.2,24.0,5.0,Muscle Gain,Balanced / Plant-Based
51.0,1,1.76,59.7,19.3,19.0,4.0,Muscle Gain,High Protein
52.0,0,1.98,88.8,22.7,23.0,1.0,Weight Loss,Low Carb / Low Fat
56.0,0,1.97,112.1,,15.0,3.0,UNKNOWN_@@@,??
38.0,1,1.64,98.52663534649223,36.7,30.0,6.0,Muscle Gain,Balanced / Plant-Based
46.0,1,1.77,82.3,26.3,16.0,4.0,Maintain,Balanced / Plant-Based
48.0,1,1.69,53.6,18.8,24.0,2.0,Weight Loss,Low Carb / Low Fat
45.0,0,1.71,71.7,24.5,31.0,6.0,Muscle Gain,High Protein
59.0,0,1.8,57.3,17.7,28.0,5.0,Weight Loss,Low Carb / Low Fat
24.0,0,1.79,119.4,37.3,29.0,3.0,Muscle Gain,High Protein
47.0,1,1.56,114.5,47.0,27.0,4.0,Maintain,Balanced / Plant-Based
58.0,1,1.93,106.3,28.5,19.0,1.0,Muscle Gain,Balanced / Plant-Based
52.0,0,1.73,85.7,28.6,29.0,4.0,Muscle Gain,High Protein
34.0,0,1.67,75.0,26.9,28.0,5.0,Maintain,Balanced / Plant-Based
46.0,0,1.63,79.3,29.8,29.0,1.0,Maintain,Balanced / Plant-Based
28.0,0,1.54,97.1,40.9,17.0,4.0,Maintain, Balanced / Plant-Based 
32.0,1,1.63,85.1,32.0,23.0,2.0,Maintain,Balanced / Plant-Based
32.0,1,1.71,91.3,31.2,14.0,6.0,Muscle Gain,balanced / plant-based
38.0,0,1.99,58.2,14.7,18.0,5.0,Maintain,Balanced / Plant-Based
23.0,1,1.66,72.1,26.2,12.0,4.0,,Balanced / Plant-Based
39.0,1,1.85,81.4,23.8,12.0,6.0,Maintain,Balanced / Plant-Based
48.0,1,1.64,102.7,38.2,30.0,4.0,WL,Balanced / Plant-Based
38.0,0,1.53,67.1,24.0,28.7,1.0,,Balanced / Plant-Based
52.0,0,1.73,75.7,25.3,18.0,2.0,Maintain,Balanced / Plant-Based
22.0,0,1.93,64.8,17.4,26.0,3.0,Maintain,Balanced / Plant-Based
34.0,0,1.7,72.2,25.0,,3.0,Muscle Gain,High Protein
42.0,1,1.86,110.7,32.0,31.0,5.0,Weight Loss, Low Carb / Low Fat 
49.0,0,1.95,111.7,,15.0,5.0,Maintain,Balanced / Plant-Based
21.0,0,1.74,63.0,20.8,33.0,2.0,Weight Loss,Low Carb / Low Fat
33.0,0,1.61,86.4,33.3,15.0,2.0,Weight Loss,Balanced / Plant-Based
23.0,0,1.89,85.4,,32.0,1.0,Maintain,Balanced / Plant-Based
22.0,0,1.53,77.1,32.9,34.0,4.0,Maintain,Balanced / Plant-Based
30.0,1,1.81,,22.1,11.0,5.0,Maintain,Balanced / Plant-Based
33.0,0,1.81,100.3,30.6,11.0,2.0,Muscle Gain,Balanced / Plant-Based
55.0,1,1.85,57.2,16.7,27.0,3.0,Maintain,Balanced / Plant-Based
20.0,0,1.77,58.9,18.8,34.0,1.0,Muscle Gain,Balanced / Plant-Based
39.0,1,1.76,61.3,19.8,30.0,6.0,Weight Loss,Low Carb / Low Fat
50.0,1,1.74,65.0,21.5,34.0,4.0,Muscle Gain,High Protein
19.0,0,1.73,82.4,27.5,11.0,6.0,Muscle Gain,High Protein
36.0,1,1.88,89.6,25.4,,2.0,Muscle Gain,High Protein
33.0,1,1.65,96.0,35.3,33.0,6.0,Muscle Gain,Balanced / Plant-Based
28.0,0,1.88,70.2,19.9,16.0,5.0,,Balanced / Plant-Based
30.0,0,1.97,80.1,20.6,34.0,3.0,Muscle Gain,High Protein
50.0,1,1.7,71.2,24.6,29.0,4.0,Maintain,Balanced / Plant-Based
37.0,1,1.77,93.1,29.7,14.0,6.0,Maintain,Balanced / Plant-Based
33.0,1,1.99,54.6,13.8,31.0,2.0,Maintain,Balanced / Plant-Based
23.0,1,1.6,91.0,35.5,21.0,2.0,Muscle Gain,Balanced / Plant-Based
57.0,0,1.62,80.9,30.8,20.0,5.0,UNKNOWN_@@@,??
54.0,0,1.53,58.2,24.9,28.0,1.0,Muscle Gain,High Protein
52.0,0,1.53,119.9,51.2,18.0,2.0,Weight Loss,Balanced / Plant-Based
31.0,1,1.52,79.1,34.2,29.0,,Weight Loss,Low Carb / Low Fat
52.0,1,1.53,59.4,25.4,32.0,6.0,Weight Loss,Low Carb / Low Fat
59.0,1,1.99,119.0,30.0,21.0,6.0,Muscle Gain,High Protein
43.0,1,1.86,78.7,22.7,11.0,4.0,Muscle Gain,Balanced / Plant-Based
30.0,1,1.74,106.7,35.2,34.0,2.0,Weight Loss,Low Carb / Low Fat
52.0,0,1.93,64.0,17.2,10.0,6.0,Weight Loss,Low Carb / Low Fat
39.0,0,1.64,94,35.2,14.0,5.0,Maintain,Balanced / Plant-Based
42.0,0,1.92,63.2,,15.0,5.0,Weight Loss,Balanced / Plant-Based
50.0,1,1.8,108.0,33.3,26.0,1.0,Maintain,Balanced / Plant-Based
43.0,1,1.7,86.2,29.8,11.0,4.0,Muscle Gain,High Protein
23.0,1,,67.7,28.0,19.0,2.0,Weight Loss,Low Carb / Low Fat
,0,,92.0,,15.0,4.0,Muscle Gain,Balanced / Plant-Based
32.0,1,1.59,73.1,28.9,18.0,3.0,Muscle Gain,High Protein
53.0,1,1.57,63.0,25.6,12.0,3.0,weight_loss,Low Carb / Low Fat
40.0,1,1.75,72.5,23.7,31.0,2.0,Weight Loss,Balanced / Plant-Based
57.0,1,1.69,96.6,33.8,21.0,3.0,Maintain,Balanced / Plant-Based
47.0,1,1.95,66.7,17.5,15.0,5.0,Muscle Gain,High Protein
56.0,0,1.51,103.4,45.3,22.0,5.0,Weight Loss,Balanced / Plant-Based
55.0,1,1.65,115.0,42.2,19.0,3.0,Weight Loss,Low Carb / Low Fat
29.0,1,1.63,96.8,36.4,25.0,6.0,Muscle Gain,Balanced / Plant-Based
32.0,0,1.58,102.7,41.1,24.0,2.0,Maintain,Balanced / Plant-Based
40.0,0,1.69,101.4,35.5,31.0,6.0,Muscle Gain,High Protein
51.0,1,1.96,81.4,21.2,13.0,3.0,Weight Loss,Low Carb / Low Fat
59.0,0,1.9,78.7,21.8,23.0,5.0,Maintain,Balanced / Plant-Based
33.0,1,1.99,86.0,21.7,11.0,1.0,Weight Loss,Low Carb / Low Fat
37.0,0,1.86,60.3,17.4,11.0,,Maintain,Balanced / Plant-Based
26.0,1,1.85,105.8,30.9,25.0,3.0,Maintain,Balanced / Plant-Based
57.0,1,1.68,102.0,36.1,22.0,2.0,Muscle Gain,High Protein
35.0,0,1.92,113.1,30.7,10.0,2.0,Maintain,Balanced / Plant-Based
40.0,1,1.64,65.1,24.2,13.0,1.0,Maintain,Balanced / Plant-Based
38.0,0,1.56,57.4,23.6,20.0,2.0,Weight Loss,
58.0,1,1.79,79.7,24.9,29.0,4.0,Weight Loss,Low Carb / Low Fat
44.0,1,1.94,119.0,,26.0,1.0,Maintain,Balanced / Plant-Based
19.0,0,1.63,107.8,40.6,11.0,3.0,Weight Loss,Low Carb / Low Fat
22.0,1,1.95,-237.2,31.2,21.0,6.0,Weight Loss,Balanced / Plant-Based
25.0,1,1.97,75.7,19.5,13.0,4.0,Maintain,Balanced / Plant-Based
23.0,1,1.93,118.9,31.9,22.0,2.0,maintain,Balanced / Plant-Based
26.0,0,1.56,103.1,42.4,32.0,2.0,Weight Loss,Balanced / Plant-Based
35.0,0,1.99,112.3,28.4,29.0,5.0,Weight Loss,Low Carb / Low Fat
58.0,0,1.57,,38.9,16.0,1.0,Weight Loss,Low Carb / Low Fat
22.0,1,1.61,52.2,20.1,15.0,3.0,Weight Loss,Low Carb / Low Fat
53.0,1,1.55,55.2,23.0,26.0,3.0,Weight Loss,Balanced / Plant-Based
57.0,0,1.7,54.6,17.0,18.9,6.0,Muscle Gain,High Protein
46.0,0,1.74,90.7,30.0,31.0,5.0,Maintain,
24.0,1,1.54,62.8,26.5,18.0,2.0,Muscle Gain,High Protein
32.0,0,1.52,76.2,33.0,28.0,4.0,Maintain,Balanced / Plant-Based
27.0,1,1.95,107.3,28.2,11.0,1.0,Maintain,Balanced / Plant-Based
22.0,0,1.65,106.2,39.0,16.0,2.0,Weight Loss,Low Carb / Low Fat
19.0,0,1.59,117,,30.0,6.0,Muscle Gain,High Protein
48.0,0,1.9,105.1,29.1,,1.0,Weight Loss,Low Carb / Low Fat
45.0,1,1.55,98.7,41.1,28.0,2.0,Muscle Gain,Balanced / Plant-Based
41.0,1,1.56,91.0,37.4,18.0,6.0,Muscle Gain,Balanced / Plant-Based
26.0,0,1.64,69.8,26.0,28.0,,Maintain,Balanced / Plant-Based
18.0,1,1.52,,31.5,13.0,3.0,Maintain,Balanced / Plant-Based
55.0,1,,119.1,37.2,33.0,6.0,Maintain,Balanced / Plant-Based
54.0,0,1.77,53.1,16.9,19.0,1.0,Weight Loss,Low Carb / Low Fat
22.0,1,1.8,99.8,30.8,34.0,1.0,Muscle Gain,High Protein
25.0,0,1.82,107.8,32.5,26.0,1.0,Muscle Gain,High Protein
36.0,1,1.84,111.0,32.8,11.0,6.0,Muscle Gain,High Protein
56.0,1,1.82,69.6,21.0,21.0,6.0,Weight Loss,Low Carb / Low Fat
50.0,1,1.96,56.1,14.6,18.0,,Muscle Gain,High Protein
53.0,0,1.93,64.4,17.3,19.0,1.0,UNKNOWN_@@@,??
18.0,1,1.76,71.1,23.0,15.0,6.0,Maintain, Balanced / Plant-Based 
33.0,0,1.54,113.38423302651216,47.5,24.0,5.0,UNKNOWN_@@@,??
29.0,1,1.54,79.7,33.6,16.0,2.0,Muscle Gain,High Protein
50.0,1,1.87,65.1,18.6,13.0,2.0,Muscle Gain,High Protein
41.0,0,1.84,107.4,31.7,16.0,5.0,Weight Loss,Low Carb / Low Fat
37.0,0,1.5,65.5,29.1,14.0,4.0,Muscle Gain,High Protein
22.0,1,1.55,64.00839734811646,26.3,30.0,6.0,Muscle Gain,High Protein
56.0,1,1.65,67.4,24.8,33.0,6.0,Muscle Gain,Balanced / Plant-Based
55.0,1,1.65,115.0,42.2,19.0,3.0,Weight Loss,Low Carb / Low Fat
20.0,1,1.5,54.5,24.2,29.0,1.0,Muscle Gain,Balanced / Plant-Based
52.0,1,1.66,61.9,22.5,18.0,1.0,Maintain,Balanced / Plant-Based
45.0,1,1.74,55.1,18.2,28.0,5.0,Maintain,Balanced / Plant-Based
50.0,1,1.62,67.4,25.7,27.0,2.0,Weight Loss,Balanced / Plant-Based
24.0,1,1.9,118.3,32.8,20.0,5.0,Maintain,Balanced / Plant-Based
28.0,0,1.73,69.9,26.0,23.4,6.0,Muscle Gain,Balanced / Plant-Based
41.0,0,1.8,62.5,19.3,34.0,2.0,Maintain,Balanced / Plant-Based
36.0,1,1.69,70.0,24.5,24.0,4.0,Maintain,Balanced / Plant-Based
51.0,1,1.52,94.0,40.7,12.0,1.0,Muscle Gain,High Protein
46.0,1,1.67,68.6,24.6,31.0,2.0,Muscle Gain,High Protein
45.0,1,1.63,69.7,26.2,31.0,6.0,Weight Loss,Low Carb / Low Fat
54.0,0,1.97,85.9,22.1,17.0,5.0,Weight Loss,Low Carb / Low Fat
45.0,0,1.91,115.3,31.6,16.0,6.0,Maintain,
40.0,1,1.87,52.7,15.1,27.0,5.0,Weight Loss,Low Carb / Low Fat
38.0,0,1.52,57.3,24.8,13.0,3.0,Weight Loss,Low Carb / Low Fat
43.0,0,1.91,50.6,13.9,10.0,4.0,  Maintain  ,Balanced / Plant-Based
23.0,1,1.63,114,42.9,18.0,4.0,Weight Loss,Low Carb / Low Fat
21.0,1,1.97,109.8,,14.0,6.0,Weight Loss,Low Carb / Low Fat
48.0,0,1.81,74.6,22.8,33.0,6.0,Maintain,Balanced / Plant-Based
30.0,1,1.79,80.6,25.2,19.0,4.0,Muscle Gain,Balanced / Plant-Based
55.0,1,1.81,57.9,17.7,21.0,5.0,Maintain,Balanced / Plant-Based
43.0,1,1.69,98.9,34.6,15.0,4.0,,Low Carb / Low Fat
20.0,1,1.87,117.6,33.6,15.0,3.0,Maintain,Balanced / Plant-Based
31.0,0,1.83,77.9,23.3,14.0,6.0,Maintain,Balanced / Plant-Based
28.0,1,1.58,82.7,33.1,15.0,5.0,Maintain,Balanced / Plant / Based
23.0,0,1.74,89.0,138.2,,6.0,Maintain,Balanced / Plant-Based
18.0,0,1.56,86.9,35.7,23.0,1.0,Weight Loss, Low Carb / Low Fat 
28.0,0,1.96,69.9,18.2,29.0,1.0,Muscle Gain,High Protein
21.0,1,1.67,104.8,37.6,32.0,2.0,Weight Loss,Low Carb / Low Fat
21.0,0,1.81,116.2,35.5,27.0,3.0,Weight Loss,Low Carb / Low Fat
48.0,1,,113.5,,32.0,4.0,Maintain,Balanced / Plant-Based
59.0,0,1.85,83.3,24.3,22.0,6.0,Maintain,High Protein
52.0,1,1.89,84.3,23.6,22.0,4.0,Muscle Gain,High Protein
25.0,0,1.96,95.6,24.9,15.0,1.0,Maintain,Balanced / Plant-Based
36.0,0,1.63,76.4,28.8,18.0,3.0,Maintain,Balanced / Plant-Based
20.0,1,1.92,104.2,28.3,24.0,1.0,Weight Loss,Low Carb / Low Fat
27.0,1,1.7,71.1,24.6,27.0,3.0,Weight Loss,Low Carb / Low Fat
29.0,0,1.79,62.8,19.6,16.0,6.0,Weight Loss,Low Carb / Low Fat
55.0,0,1.62,89.6,34.1,12.0,1.0,Weight Loss,Low Carb / Low Fat
22.0,1,1.74,77.3,25.5,25.0,3.0,Weight Loss,Low Carb / Low Fat
55.0,0,1.71,74.4,25.4,32.0,3.0,Weight Loss,Balanced / Plant-Based
53.0,0,1.67,116.2,41.7,23.0,,Muscle Gain,Balanced / Plant-Based
23.0,1,1.69,90.4,,16.0,3.0,Muscle Gain,High Protein
51.0,1,1.64,109.7,40.8,11.0,1.0,,Balanced / Plant-Based
19.0,0,2.0,53.5,13.4,26.0,4.0,Maintain,Balanced / Plant-Based
39.0,0,1.51,59.2,26.0,32.0,5.0,Weight Loss,Balanced / Plant-Based
25.0,0,1.52,115.8,200.3,32.0,4.0,Muscle Gain,High Protein
25.0,1,1.9,85.1,23.6,12.0,3.0,Weight Loss,Low Carb / Low Fat
43.0,0,1.71,71.3,24.4,17.0,1.0,Muscle Gain,High Protein
49.0,0,1.7,81.0,28.0,28.0,5.0,Muscle Gain,High Protein
59.0,0,1.91,78.7,21.6,11.0,2.0,Maintain, Balanced / Plant-Based 
41.0,1,1.66,66.3,29.0,24.1,4.0,Weight Loss,Low Carb / Low Fat
39.0,0,1.89,94.0,26.3,11.0,5.0,Weight Loss,Balanced / Plant-Based
43.0,1,2.0,112.8,28.2,32.0,1.0,Maintain,Balanced / Plant-Based
46.0,1,1.79,85.4,26.7,19.0,5.0,Muscle Gain,High Protein
33.0,0,1.79,62.0,19.4,32.0,5.0,Maintain,Balanced / Plant-Based
23.0,0,1.78,79.3,25.0,16.0,2.0,Maintain,Balanced / Plant-Based
30.0,1,1.98,59.8,15.3,24.0,2.0,Weight Loss,Low Carb / Low Fat
40.0,1,1.85,95.3,21.0,27.8,3.0,Muscle Gain,High Protein
44.0,1,1.63,102.8,38.7,26.0,6.0,Weight Loss,Balanced / Plant-Based
55.0,1,1.64,81.4,30.3,28.0,1.0,Weight Loss,Low Carb / Low Fat
31.0,1,1.78,69.3,21.9,16.0,1.0,Weight Loss,Balanced / Plant-Based
59.0,1,1.76,79.7,25.7,16.0,3.0,Muscle Gain,Balanced / Plant-Based
49.0,0,1.73,116.3,38.9,22.0,2.0,Maintain,Balanced / Plant-Based
42.0,1,1.76,76.6,24.7,30.0,5.0,Weight Loss,Balanced / Plant-Based
50.0,0,1.68,103.9,36.8,33.0,2.0,Maintain,Balanced / Plant-Based
49.0,0,1.7,73.8,25.5,27.0,1.0,Muscle Gain,High Protein
53.0,0,1.61,88.8,34.3,33.0,1.0,Maintain,BALANCED / PLANT-BASED
26.0,0,1.54,98.5,41.5,15.0,5.0,Weight Loss,LOW CARB / LOW FAT
33.0,1,1.87,76.8,22.0,22.0,,Muscle Gain,High Protein
54.0,0,1.54,81.9,34.5,24.0,,Weight Loss,Low Carb / Low Fat
41.0,0,1.71,93.1,31.8,12.0,3.0,Muscle Gain,Low Carb / Low Fat
,0,1.88,102.0,28.9,29.0,4.0,Weight Loss,Low Carb / Low Fat
58.0,0,1.96,50.2,13.1,30.0,5.0,Muscle Gain,High Protein
34.0,1,1.7,83.6,28.9,24.0,,Muscle Gain,High Protein
51.0,1,1.77,86.5,27.6,23.0,6.0,Maintain,Balanced / Plant-Based
59.0,0,1.71,81.6,27.9,16.0,4.0,Maintain,Balanced / Plant-Based
43.0,1,1.95,96.9,25.5,12.0,1.0,Weight Loss,Low Carb / Low Fat
20.0,1,1.67,80.6,28.9,30.0,5.0,Muscle Gain,Balanced / Plant-Based
27.0,0,1.77,81.8,26.1,,4.0,Weight Loss,Balanced / Plant-Based
39.0,0,1.65,113.5,41.7,13.0,,UNKNOWN_@@@,??
37.0,1,1.58,104.4,41.8,19.0,2.0,Weight Loss,Low Carb / Low Fat
38.0,1,1.9,81.5,22.6,17.0,4.0,Weight Loss,Low Carb / Low Fat
54.0,0,1.62,115.4,44.0,18.0,4.0,Maintain,Balanced / Plant-Based
23.0,1,1.62,,30.3,31.0,1.0,Weight Loss,Low Carb / Low Fat
55.0,1,1.87,68.4,19.6,16.0,6.0,Weight Loss,Low Carb / Low Fat
18.0,0,1.86,101.5,29.3,28.0,5.0,Weight Loss,Low Carb / Low Fat
41.0,0,1.7,92.4,32.0,11.0,5.0,Muscle Gain,Balanced / Plant-Based
53.0,1,1.93,61.3,16.5,13.0,3.0,Weight Loss,Balanced / Plant-Based
53.0,0,2.0,80.9,20.2,18.0,4.0,Maintain,
52.0,0,1.83,54.7,16.3,26.0,3.0,Weight Loss,Low Carb / Low Fat
34.0,1,1.7,81.1,28.1,28.0,6.0,Maintain,Balanced / Plant-Based
47.0,0,1.64,78.6,29.2,31.0,3.0,Weight Loss,Low Carb / Low Fat
32.0,0,1.8,91.5,28.2,34.0,4.0,Maintain,Balanced / Plant-Based
35.0,0,1.72,54.1,18.3,26.0,5.0,Maintain,High Protein
42.0,0,1.99,,29.0,29.0,6.0,Muscle Gain,Balanced / Plant-Based
29.0,1,1.54,62.6,26.4,15.0,6.0,Weight Loss,Balanced / Plant-Based
34.0,0,1.84,117.8,34.8,24.0,1.0,Maintain,Balanced / Plant-Based
25.0,1,1.87,75.15088847294885,21.3,19.0,2.0,Maintain,Balanced / Plant-Based
42.0,0,1.74,51.6,17.0,26.0,3.0,Weight Loss,Low Carb / Low Fat
34.0,0,1.97,69.5,,18.0,4.0,Maintain,Balanced / Plant-Based
20.0,1,192cm,78.4 kg,21.3,29.0,3.0,Muscle Gain,High Protein
29.0,1,1.86,75.4,,16.0,3.0,Muscle Gain,Balanced / Plant-Based
28.0,1,1.53,110.4,47.2,12.0,1.0,Weight Loss,Balanced / Plant-Based
59.0,1,1.84,51.4,15.2,23.0,3.0,Weight Loss,Low Carb / Low Fat
54.0,0,1.62,57.4,21.9,31.0,3.0,Muscle Gain,High Protein
29.0,0,1.66,109.3,39.7,26.0,5.0,Muscle Gain,Balanced / Plant-Based
26.0,1,1.63,78.1,29.4,24.0,6.0,UNKNOWN_@@@,??
35.0,1,1.66,112.6,40.9,11.0,5.0,Weight Loss,Balanced / Plant-Based
25.0,1,1.79,71.6,22.3,22.0,,Maintain,Balanced / Plant-Based
46.0,0,1.66,,22.0,28.0,3.0,Maintain,Balanced / Plant-Based
33.0,1,1.98,56.6,14.4,10.0,,Maintain,Balanced / Plant-Based
23.0,0,1.85,69.4,20.3,34.0,3.0,Maintain,Balanced / Plant-Based
19.0,1,2.0,113.8,28.4,11.0,3.0,Muscle Gain,High Protein
55.0,0,1.59,83.4,33.0,23.0,1.0,Muscle Gain,High Protein
28.0,0,1.95,100.1,26.3,32.0,6.0,Muscle Gain,High Protein
56.0,1,1.97,115.4,29.7,17.0,2.0,Muscle Gain,High Protein
33.0,1,1.59,99.8,39.5,29.0,1.0,Weight Loss,Low Carb / Low Fat
43.0,0,1.9,98.9,27.4,19.0,1.0,Muscle Gain,High Protein
19.0,0,173cm,73.8 kg,24.7,33.0,1.0,Muscle Gain,High Protein
21.0,0,1.64,114.8,42.7,16.0,6.0,Muscle Gain,Balanced / Plant-Based
20.0,0,,109.7,30.1,17.0,5.0,WL,Balanced / Plant-Based
28.0,0,1.96,,14.4,17.0,5.0,Weight Loss,Low Carb / Low Fat
21.0,1,1.66,55.1,20.0,29.0,3.0,Muscle Gain,Balanced / Plant-Based
55.0,0,1.84,76.1,,32.0,5.0,Weight Loss,Balanced / Plant-Based
55.0,1,,102.5,44.4,13.0,5.0,Muscle Gain,High Protein
52.0,1,1.65,116.0,42.6,33.0,,Maintain,Balanced / Plant-Based
25.0,0,1.98,103.9,,24.0,6.0,Weight Loss,Balanced / Plant-Based
46.0,1,1.52,55.0,23.8,10.0,2.0,Weight Loss,Balanced / Plant-Based
26.0,0,1.97,82.9,21.4,31.0,2.0,Maintain,Balanced / Plant-Based
18.0,0,1.8,66.0,20.4,16.0,5.0,Weight Loss,Low Carb / Low Fat
55.0,0,1.5,94.6,42.0,23.0,3.0,Maintain,Balanced / Plant-Based
29.0,1,1.93,116.4,31.2,34.0,2.0,Weight Loss,Low Carb / Low Fat
37.0,1,1.85,77.0,22.5,13.0,4.0,Weight Loss,Low Carb / Low Fat
31.0,1,1.82,100.4,30.3,31.0,5.0,Muscle Gain,High Protein
52.0,1,1.83,87.6,,11.0,4.0,Weight Loss,Low Carb / Low Fat
24.0,1,1.63,117.2,44.1,13.0,4.0,Weight Loss,Balanced / Plant-Based
51.0,1,1.65,111.0,40.8,33.0,3.0,Maintain,Balanced / Plant-Based
55.0,1,1.79,108.2,33.8,24.0,4.0,Muscle Gain,High Protein
42.0,0,1.97,79.9,20.6,31.0,6.0,Maintain,Balanced / Plant-Based
59.0,1,1.7,116.6,40.3,28.0,6.0,Weight Loss,Low Carb / Low Fat
59.0,0,1.54,95.8,40.4,13.0,2.0,Muscle Gain,High Protein
56.0,1,1.81,106.9,32.6,28.0,4.0,Maintain,Balanced / Plant-Based
50.0,0,1.83,99.4,29.7,18.0,5.0,Weight Loss,Low Carb / Low Fat
34.0,1,1.81,53.9,16.5,,5.0,Muscle Gain,High Protein
32.0,1,1.57,109.5,44.4,30.0,1.0,Maintain,Balanced / Plant-Based
19.0,0,1.89,,18.4,29.0,1.0,Maintain,Balanced / Plant-Based
41.0,0,1.91,73.8,,24.0,2.0,Muscle Gain,High Protein
30.0,1,,57.6,23.7,13.0,6.0,Weight Loss,Low Carb / Low Fat
24.0,1,1.84,80.3,23.7,19.0,4.0,Muscle Gain,High Protein
,0,1.57,78.3,31.8,20.0,6.0,Muscle Gain,High Protein
45.0,0,1.59,84.9,33.6,15.0,4.0,Maintain,Balanced / Plant-Based
56.0,0,1.71,119.9,41.0,19.0,1.0,Weight Loss,Balanced / Plant-Based
53.0,0,1.54,79.3,33.4,24.0,1.0,Maintain,Balanced / Plant-Based
42.0,0,1.51,58.4,25.6,27.0,4.0,Maintain,Balanced / Plant-Based
54.0,1,1.82,109.2,33.0,15.0,5.0,Weight Loss,Low Carb / Low Fat
43.0,1,1.96,62.3,17.0,16.2,,Muscle Gain,Balanced / Plant-Based
54.0,1,1.57,59.5,24.1,33.0,1.0,Muscle Gain,High Protein
44.0,1,1.93,116.3,31.2,18.0,4.0,,Balanced / Plant-Based
19.0,0,1.57,101.1,41.0,20.0,1.0,Muscle Gain,High Protein
19.0,0,1.74,98.3,32.5,25.0,1.0,Maintain,Balanced / Plant-Based
45.0,1,1.96,67.1,17.5,31.0,4.0,Weight Loss,Low Carb / Low Fat
26.0,0,1.92,90.3,24.5,15.0,1.0,Muscle Gain,Balanced / Plant-Based
41.0,1,1.51,71.3,31.3,20.0,5.0,Muscle Gain,High Protein
42.0,1,1.78,83.9,26.5,28.0,3.0,Weight Loss,Low Carb / Low Fat
23.0,0,1.89,75.5,21.1,27.0,2.0,Muscle Gain,Balanced / Plant-Based
50.0,1,1.52,101.5,43.9,18.0,2.0,Maintain,Balanced / Plant-Based
36.0,0,,98.7,28.2,14.0,5.0,Muscle Gain,Balanced / Plant-Based
37.0,1,1.55,71.7,29.8,30.0,3.0,Weight Loss,Low Carb / Low Fat
52.0,1,1.88,76.2,21.6,21.0,5.0,True,High Protein
24.0,0,1.91,83.9,23.0,29.0,3.0,Maintain,Balanced / Plant-Based
54.0,0,1.52,51.0,22.0,22.1,5.0,Weight Loss,Low Carb / Low Fat
32.0,0,1.65,109.2,40.1,34.0,6.0,Maintain,Balanced / Plant-Based
58.0,0,1.81,81.0,24.7,22.0,3.0,Maintain, Balanced / Plant-Based 
18.0,0,0,96.7 kg,33.1,10.0,1.0,Muscle Gain,Balanced / Plant-Based
34.0,1,1.74,101.3,33.5,22.0,5.0,Maintain,Balanced / Plant-Based
